                                                            Saiet, Eric                   
                                                            Campbell, Ken Hudson          
                                                            Pasquesi, David               
                                                            Doyle-Murray, Brian           
                                                            Walch, Hynden                 
                                                            Paton, Angela                 
                                                            Ramis, Harold                 
          Last Action Hero                                  Kent, Peter (I)               
                                                            Dance, Charles (I)            
                                                            Prosky, Robert                
                                                            Emmerich, Noah                
                                                            Kingi, Henry                  
                                                            Schwarzenegger, Arnold        
                                                            Wilson-Sampras, Bridgette     
                                                            Noonan, Tom (I)               
                                                            Chieffo, Michael (I)          
                                                            Ducommun, Rick                
                                                            Rosales Jr., Thomas           
                                                            Gibbons, Leeza                
                                                            Van Damme, Jean-Claude        
                                                            Peck, Anthony (I)             
                                                            Chase, Chevy                  
                                                            Plowright, Joan               
                                                            Belushi, James                
                                                            Duffy, Karen (I)              
                                                            McKellen, Ian                 
                                                            Dimitri, Nick                 
                                                            Camp, Colleen                 
                                                            McTiernan Sr., John           
                                                            Abraham, F. Murray            
                                                            Finnegan, John (I)            
                                                            Stone, Sharon (I)             
                                                            Lucas, Billy D.               
                                                            Josepher, Wendle              
                                                            Patton, Frank (III)           
                                                            DeVito, Danny                 
                                                            Thorsen, Sven-Ole             
                                                            Patrick, Robert (I)           
          Philadelphia                                      Techman, Charles              
                                                            Borkan, Gene                  
                                                            Babatundé, Obba               
                                                            Gomez, Jaime (I)              
                                                            Perillo, Joey                 
                                                            Utt, Kenneth (I)              
                                                            Roche, Jim (I)                
                                                            Kilman, Buzz                  
                                                            Moore, Jane (II)              
                                                            Hanks, Tom                    
                                                            Dowd, Ann                     
                                                            Castle, Robert W.             
                                                            Walter, Tracey                
                                                            Blake, Andre B.               
                                                            Roselli, Lauren               
                                                            Wrentz, Lawrence T.           
                                                            Summerour, Lisa               
                                                            Bedford Lloyd, John           
                                                            Detrik, Tom                   
                                                            Banderas, Antonio             
                                                            Napier, Charles               
                                                            Whitford, Bradley             
                                                            Northup, Harry                
                                                            Lazar, Paul (I)               
                                                            LeFevre, Adam                 
                                                            Bowersox, Bob                 
                                                            Rowe, Bill (II)               
                                                            Ridgely, Robert               
                                                            Corman, Roger                 
                                                            Washington, Denzel            
                                                            Howard, James B.              
                                                            Steenburgen, Mary             
                                                            Robards, Jason                
                                                            von Bargen, Daniel            
          Mrs. Doubtfire                                    Guilfoyle, Paul (II)          
                                                            Prosky, Robert                
                                                            Peduto, Ralph                 
                                                            Bellan, Joe                   
                                                            Brosnan, Pierce               
                                                            Beach, Scott                  
                                                            Overton, Rick                 
                                                            McGovern, Terence             
                                                            Kahn, Karen (I)               
                                                            Holliday, Polly               
                                                            Field, Sally                  
                                                            Haney, Anne (I)               
                                                            Mull, Martin                  
                                                            Williams, Robin (I)           
                                                            Fierstein, Harvey             
          In the Line of Fire                               Alexander, Markus             
                                                            Mahoney, John (I)             
                                                            Cole, Gary (I)                
                                                            Shipman, William              
                                                            Cozart, Cylk                  
                                                            Thompson, Fred Dalton         
                                                            Darbo, Patrika                
                                                            Russo, Rene (I)               
                                                            Libby, Brian                  
                                                            Peters, Robert (I)            
                                                            Kusatsu, Clyde                
                                                            Bell, Tobin                   
                                                            Lacey, Aaron Michael          
                                                            Riojas, Juan A.               
                                                            Heard, John (I)               
                                                            Peck, Anthony (I)             
                                                            Eastwood, Clint               
                                                            Raven, Elsa                   
                                                            Malkovich, John               
                                                            Beuth, Robert Alan            
                                                            Senzy, Arthur                 
                                                            Hytner, Steve                 
                                                            Williams, Gregory Alan        
                                                            Schilling, William G.         
                                                            MacPherson, Walt              
                                                            Ciarfalio, Carl               
          Schindler's List                                  Kingsley, Ben                 
                                                            Neeson, Liam                  
                                                            Fiennes, Ralph                
                                                            Ivanir, Mark                  
                                                            Davidtz, Embeth               
                                                            Pistor, Ludger                
                                                            Leder, Erwin                  
                                                            Goodall, Caroline             
1994      Speed                                             DuMont, James (I)             
                                                            Schiff, Richard               
                                                            Wilder, Scott (I)             
                                                            Ruck, Alan                    
                                                            Capodice, John                
                                                            Vera, Julia                   
                                                            Morrison, Rana                
                                                            Lund, Jordan                  
                                                            Rosales Jr., Thomas           
                                                            Martin, Sandy (I)             
                                                            Carrasco, Carlos (I)          
                                                            Wright, Bruce (I)             
                                                            Yansick, Eddie                
                                                            Folkes-LeMelle, Neisha        
                                                            Grant, Beth                   
                                                            Reeves, Keanu                 
                                                            Fischler, Patrick             
                                                            Bullock, Sandra               
                                                            James, Hawthorne              
                                                            Barnes, Susan (I)             
                                                            Ohama, Natsuko                
                                                            Daniels, Jeff (I)             
                                                            Lineback, Richard             
                                                            Hosking, Craig                
                                                            Plummer, Glenn                
                                                            Morton, Joe (I)               
                                                            Hopper, Dennis                
          Clear and Present Danger                          Stewart, Lynne Marie          
                                                            Lafayette, John               
                                                            Dafoe, Willem                 
                                                            Alexander, Markus             
                                                            Gomez, Jaime (I)              
                                                            Flynn, Colleen (I)            
                                                            Belcher, Patricia             
                                                            Germann, Greg (I)             
                                                            Lustig, Aaron                 
                                                            Dennehy, Elizabeth            
                                                            Diamond, Reed (I)             
                                                            Rodriguez, Gary               
                                                            Valdés García, Jorge          
                                                            Sandoval, Miguel (I)          
                                                            Weireter, Peter               
                                                            Brainard, Cam                 
                                                            Lacey, Aaron Michael          
                                                            Geer, Ellen                   
                                                            de Almeida, Joaquim           
                                                            Ford, Harrison (I)            
                                                            Linn, Rex                     
                                                            Howard, Ken (I)               
                                                            Grimm, Tim                    
                                                            Curtis-Hall, Vondie           
                                                            Thor, Cameron                 
                                                            Bauchau, Patrick              
                                                            Cooney, Kevin (I)             
                                                            Moreno, Belita                
                                                            Gregg, Clark                  
                                                            Archer, Anne                  
                                                            Cruz, Raymond (I)             
                                                            Raimi, Ted                    
                                                            Bratt, Benjamin (I)           
                                                            Pérez, Miguel (I)             
                                                            Rondell, R.A. (I)             
                                                            Lotterman, Beau               
                                                            Bower, Tom (I)                
                                                            Magnuson, Ann                 
                                                            Jones, James Earl             
                                                            Czerny, Henry                 
                                                            Yulin, Harris                 
                                                            Tammi, Tom                    
                                                            Jace, Michael                 
                                                            Cathey, Reg E.                
                                                            Lovett, Marjorie              
                                                            Chandler, Jared               
          Forrest Gump                                      Armstrong, Neil (I)           
                                                            Trainor, Mary Ellen           
                                                            Williamson, Mykelti           
                                                            Fischer, Don                  
                                                            Alexander, Markus             
                                                            Roberson, Bill                
                                                            Ford, Gerald (I)              
                                                            Omilami, Afemo                
                                                            Hanner, Zach                  
                                                            Johnson, Lyndon (I)           
                                                            Shipman, William              
                                                            Hanks, Tom                    
                                                            D'Alessandro, Richard         
                                                            Christian, Troy               
                                                            Wright, Robin (V)             
                                                            McNeil, Timothy               
                                                            Nixon, Richard                
                                                            Rice, Brett                   
                                                            Clark, Dick (I)               
                                                            Alaskey, Joe                  
                                                            Kennedy, Robert F.            
                                                            Lacey, Aaron Michael          
                                                            Skyler, Robb                  
                                                            Cavett, Dick                  
                                                            Reagan, Ronald (I)            
                                                            Ward, Kirk                    
                                                            Russell, Kurt (I)             
                                                            Field, Sally                  
                                                            Brown, Greg (VIII)            
                                                            Kelly, George (II)            
                                                            Osment, Haley Joel            
                                                            Fallon, Siobhan               
                                                            Sucharetza, Marla             
                                                            Sinise, Gary                  
                                                            Kennedy, John F.              
                                                            Blake, Geoffrey               
                                                            Jace, Michael                 
                                                            Herthum, Harold G.            
          The Santa Clause                                  Masten, Gordon                
                                                            Scott, Judith (I)             
                                                            Reinhold, Judge               
                                                            Kosaka, Peter                 
                                                            Eastwood, Jayne               
                                                            Boyle, Peter (I)              
                                                            Brandenburg, Larry            
                                                            Newman, Jack (II)             
                                                            Krumholtz, David (I)          
                                                            Allen, Tim (I)                
                                                            Welker, Frank                 
                                                            Wickware, Scott               
                                                            Gross, Mary                   
                                                            Sparrow, David (I)            
                                                            Lloyd, Eric (I)               
                                                            Crewson, Wendy                
                                                            Williams, Philip (I)          
          D2: The Mighty Ducks                              Thompson, Kenan               
                                                            Kerner, Jeannette             
                                                            Estevez, Emilio               
                                                            Jackson, Joshua (I)           
                                                            Henson, Elden                 
                                                            Lennox, Kai                   
                                                            Larusso, Vincent              
                                                            Moreau, Marguerite (I)        
                                                            Doherty, Matt (I)             
                                                            Brill, Steven (I)             
                                                            West, Nathan (I)              
                                                            Brill, Mary                   
                                                            Ratliff Henson, Garette       
                                                            Neely, Cam                    
                                                            Butters, Mike                 
          The Lion King                                     Sinclair, Madge               
                                                            Randolph, David (I)           
                                                            Lane, Nathan (I)              
                                                            Krall, Daamen J.              
                                                            Tochi, Brian                  
                                                            Sabella, Ernie                
                                                            McCharen, David               
                                                            Atkinson, Rowan               
                                                            Cummings, Jim (I)             
                                                            Phillips, Mary Linda          
                                                            Proctor, Phil                 
                                                            Cavadini, Cathy               
                                                            Marin, Cheech                 
                                                            Welker, Frank                 
                                                            Durand, Judi M.               
                                                            Irons, Jeremy                 
                                                            Weaver, Jason (I)             
                                                            Goldberg, Whoopi              
                                                            Jones, James Earl             
                                                            Broderick, Matthew (I)        
          Dumb & Dumber                                     Matthews, Hillary             
                                                            Mone, Brian                   
                                                            Chun, Charles Rahi            
                                                            Perry, Felton                 
                                                            Arcoraci, Vene L.             
                                                            Levine, Mark (I)              
                                                            Stoller, Fred                 
                                                            Shaye, Lin                    
                                                            Pelletier, Paul               
                                                            Starr, Mike (I)               
                                                            Bedard, George (I)            
                                                            Garr, Teri                    
                                                            Blank, Brad                   
                                                            Williams, Harland             
                                                            Gildea, Sean                  
                                                            Sawyer, Connie (I)            
                                                            Duffy, Karen (I)              
                                                            Moran, Rob (I)                
                                                            Mullany, Terry                
                                                            Holly, Lauren                 
                                                            Leasca, Tom                   
                                                            Daniels, Jeff (I)             
                                                            Maryott, Kirsten              
                                                            Stroehman, John               
                                                            Gesner, Zen                   
                                                            Carrey, Jim                   
                                                            Neely, Cam                    
                                                            Beauchene, Bill               
          Interview with the Vampire: The Vampire ChroniclesZajonc, Robert 'Bobby Z'      
                                                            Slater, Christian             
                                                            Foster, Reese                 
                                                            Lynch, Susan (I)              
                                                            Ové, Indra                    
                                                            Dunst, Kirsten                
                                                            Pitt, Brad                    
                                                            Tiernan, Andrew               
                                                            Lloyd-Pack, Roger             
                                                            Banderas, Antonio             
                                                            McConnell, John (I)           
                                                            Cruise, Tom                   
                                                            Kelly, George (II)            
                                                            Kamin, Danny                  
                                                            Rea, Stephen (I)              
                                                            McCrory, Helen                
                                                            Iures, Marcel                 
                                                            Newton, Thandie               
          The Flintstones                                   O'Donnell, Rosie              
                                                            O'Halloran, Jack              
                                                            Blanc, Mel                    
                                                            Korman, Harvey                
                                                            Raimi, Sam                    
                                                            Cundey, Dean                  
                                                            Christian, Troy               
                                                            Moranis, Rick                 
                                                            Daily, Elizabeth              
                                                            Berry, Halle                  
                                                            Leno, Jay                     
                                                            Goodman, John (I)             
                                                            Blumenfeld, Alan              
                                                            Perkins, Elizabeth (I)        
                                                            Richards, Craig (I)           
                                                            Moll, Richard                 
                                                            Doughan, Jim                  
                                                            Keyes, Irwin                  
                                                            Newman, Laraine               
          Four Weddings and a Funeral                       Grant, Hugh (I)               
                                                            MacDowell, Andie              
                                                            Callow, Simon                 
                                                            Atkinson, Rowan               
                                                            Vansittart, Rupert            
                                                            Hannah, John (I)              
                                                            Hewett, Christine             
                                                            Paul, Randall                 
                                                            Kunz, Simon (I)               
                                                            Rodger, Struan                
                                                            Thompson, Sophie (I)          
                                                            Scott Thomas, Kristin         
                                                            Knatchbull, Melissa           
                                                            Phillips, Neville             
          Disclosure                                        Baker, Dylan (I)              
                                                            Rich, Allan                   
                                                            Urla, Joe                     
                                                            Duvall, Wayne                 
                                                            Chieffo, Michael (I)          
                                                            Shearer, Jack                 
                                                            Sadler, Nicholas              
                                                            Kim, Jacqueline               
                                                            Tabakin, Ralph                
                                                            Maffia, Roma                  
                                                            Sutherland, Donald (I)        
                                                            Douglas, Michael (I)          
                                                            Yee, Nancy (I)                
                                                            Miller, Dennis (I)            
                                                            Moore, Demi                   
                                                            Logue, Donal                  
                                                            Plakson, Suzie                
                                                            Hocke, Bernard                
                                                            Goodall, Caroline             
          The Mask                                          Stewart, Nils Allen           
                                                            Grevioux, Kevin               
                                                            Bagley, Tim                   
                                                            Diaz, Cameron                 
                                                            Walsh, Wendy L.               
                                                            Clark, Blake (I)              
                                                            Lotterman, Beau               
                                                            McElroy, Scott (I)            
                                                            Greene, Peter (I)             
                                                            Roberts, Jeremy (I)           
                                                            Stein, Ben (I)                
                                                            Doughan, Jim                  
                                                            Darga, Christopher            
                                                            Carrey, Jim                   
                                                            Cathey, Reg E.                
                                                            Riegert, Peter                
                                                            Forest, Denis                 
          Stargate                                          Spader, James                 
                                                            Smith, Scott Alan (I)         
                                                            Giannelli, Steve              
                                                            Pressman, David (I)           
                                                            Rippy, Leon                   
                                                            Avari, Erick                  
                                                            Danziger, Kenneth             
                                                            Badreya, Sayed                
                                                            Webster, Derek (I)            
                                                            Hounsou, Djimon               
                                                            Fields, Christopher John      
                                                            Welker, Frank                 
                                                            Russell, Kurt (I)             
                                                            Moore, Jack (IV)              
                                                            Storey, John (I)              
                                                            Kind, Richard                 
                                                            Diehl, John                   
          Pulp Fiction                                      Stoltz, Eric                  
                                                            Buscemi, Steve                
                                                            Hibbert, Stephen              
                                                            Walken, Christopher           
                                                            Rich, Glendon                 
                                                            Sweeney, Julia                
                                                            Griffin, Kathy                
                                                            Thurman, Uma                  
                                                            Keitel, Harvey                
                                                            LaMarr, Phil                  
                                                            Whaley, Frank                 
                                                            Calderon, Paul (I)            
                                                            Arquette, Rosanna             
                                                            Tarantino, Quentin            
                                                            Willis, Bruce                 
                                                            Travolta, John                
                                                            Arquette, Alexis              
                                                            Greene, Peter (I)             
                                                            Gallagher, Bronagh            
                                                            Bender, Lawrence              
                                                            Valentino, Venessia           
                                                            Blumenthal, Brad              
                                                            Rhames, Ving                  
                                                            Jackson, Samuel L.            
                                                            Miller, Dick (I)              
          True Lies                                         Schwarzenegger, Arnold        
                                                            Winn, Mark (II)               
                                                            Heslov, Grant                 
                                                            Shipman, William              
                                                            Morris, Jane (I)              
                                                            Malik, Art                    
                                                            Chappell, Katsy               
                                                            Heston, Charlton              
                                                            Millard, Jody                 
                                                            Arnold, Tom (I)               
                                                            Cameron, Mike (I)             
                                                            Perry, Manny                  
                                                            Sigloch, Matt                 
                                                            Manesh, Marshall              
                                                            Paxton, Bill                  
                                                            Curtis, Jamie Lee             
                                                            Akrawi, Mike                  
                                                            Knight, Dave (I)              
                                                            Tamburro, Charles A.          
          Timecop                                           Andre, Charles (II)           
                                                            Lew, James                    
                                                            Morelli, Tony (I)             
                                                            Tracey, Ian                   
                                                            Stewart, Malcolm (I)          
                                                            McBeath, Tom                  
                                                            Lambert, Steven               
                                                            Van Damme, Jean-Claude        
                                                            Nicholson, Scott (I)          
                                                            Mitchell, Mike (I)            
                                                            Silver, Ron (I)               
                                                            Rennie, Callum Keith          
                                                            Schombing, Jason              
                                                            Welsh, Kenneth                
                                                            Loree, Brad (I)               
                                                            McGill, Bruce                 
                                                            Lawrence, Scott (I)           
                                                            Fraser, Duncan (II)           
                                                            McNulty, Kevin                
1995      Outbreak                                          Antonio, Jim                  
                                                            Dempsey, Patrick (I)          
                                                            Zajonc, Robert 'Bobby Z'      
                                                            Bellamy, Diana                
                                                            Kyle, Jack                    
                                                            Dye, Dale                     
                                                            Jenkins, Jane (I)             
                                                            Russo, Rene (I)               
                                                            Freeman, Morgan (I)           
                                                            Crawford, Thomas (I)          
                                                            Spacey, Kevin                 
